Subject Area,Course Name,Course Description
Electrical & Computer Engineering,ECE2218 - Microcontrollers,"(Also listed as CS 2218). Microprocessor and microcontroller architecture with emphasis on control applications. Assembly language and interfacing with programs written in high-level languages. Interfacing and real-time I/O with microprocessors, control algorithms, and networking with microcontrollers. Serves as repeat credit for CS 2218. Prerequisite: ECE 2116 or 2123; one of CS 1101, 1103, or 1104. Corequisite: ECE 2218L. SPRING. [3]."
Electrical & Computer Engineering,ECE2218L - Microcontrollers Laboratory,(Also listed as CS 2218L). Laboratory for ECE 2218. A small structured project is required. One three-hour laboratory per week. Serves as repeat credit for CS 2218L. Corequisite: ECE 2218. SPRING. [1]
Electrical & Computer Engineering,ECE2281 - Computer Architecture,"(Also listed as CS 2281). Introduction to computer architecture from a programmer’s perspective. Fundamentals: Boolean logic, combinational and sequential logic circuits, information representation in binary form. The von Neumann instruction set architecture, programmer’s model of a processor. Low-level programming using the C language, and its mapping to machine instructions. Memory hierarchy and performance issues. Input/output methods and advanced processors: multi-core, GPUs. ECE 2281 is not open for students who have earned credit for CS 2281 without permission. Serves as repeat credit for CS 2281. Prerequisite: CS 2201. Corequisite:  ECE 2281L. FALL, SPRING [3]."
Electrical & Computer Engineering,ECE2281L - Computer Architecture Laboratory,"(Also listed as CS 2281L). Laboratory for ECE 2281. One three-hour laboratory per week. ECE 2281L is not open for students who have earned credit for CS 2281L without permission. Serves as repeat credit for CS 2281L. Corequisite:  ECE 2281. FALL, SPRING [1]."
Electrical & Computer Engineering,ECE2860 - Introduction to Undergraduate Research,Introduction to undergraduate research under the direction of ECE faculty. Students in the School of Engineering may only receive open elective credit for ECE 2860. [1-3].
Electrical & Computer Engineering,ECE3214 - Signals and Systems,"Fundamental signals, systems, and linear algebra concepts necessary for the study of communications and control systems. Includes continuous-time and discrete-time signal and system concepts, Fourier analysis in both continuous and discrete-time, Z-transform, and the FFT. Prerequisite: ECE 2112. FALL, SPRING. [3]"
Electrical & Computer Engineering,ECE3233 - Electromagnetics,Electromagnetic field theory. Maxwell's equations from a historical approach. Electromagnetic waves with regard to various media and boundary conditions. Prerequisite: PHYS 1602. Corequisite: MATH 2400 or 2420. FALL. [3]
Electrical & Computer Engineering,ECE3235 - Electronics I,"Semiconductor devices and electronic circuits. Diodes, BJT and MOS transistors. Device models, modes of operation, biasing. Small-signal models, low-frequency analysis of single- and multi-stage analog amplifiers, simple amplifier design. Large signal models, dc analysis of digital circuits. Prerequisite: ECE 2112. Corequisite: ECE 3235L. FALL. [3]"
Electrical & Computer Engineering,ECE3235L - Electronics I Laboratory,Laboratory for ECE 3235. One three-hour laboratory per week. Corequisite: ECE 3235. FALL. [1]
Electrical & Computer Engineering,ECE3860 - Undergraduate Research,"Supervised projects in electrical engineering, computer engineering, or related fields. Consent of instructor required. No more than 6 hours of ECE 3860 and 3861 may be applied toward graduation. [1-3]"
Electrical & Computer Engineering,ECE3861 - Undergraduate Research,"Supervised projects in electrical engineering, computer engineering, or related fields. Consent of instructor required. No more than 6 hours of ECE 3860 and 3861 may be applied toward graduation. [1-3]"
Electrical & Computer Engineering,ECE3891 - Special Topics,[1-3 each semester]
Electrical & Computer Engineering,ECE3892 - Special Topics,[1-3 each semester]
Electrical & Computer Engineering,ECE4239 - Cyber-Physical Systems: Foundations and Project,"Foundations of cyber-physical systems and the Internet-of-Things. Model-based engineering of cyber-physical systems, including modeling of physical and computational systems, design and implementation techniques, analysis and verification. Includes modeling and analysis assignments, and project using a simulator and a real-time computer system. Serves as repeat credit for CS 4239. No credit for students who have earned credit for CS 5239 or ECE 5239. Prerequisite: CS 3281 or ECE 4375 or CS 4375; MATH 2300 or 2500; MATH 2410 or 2501 or 2600. SPRING. [3]"
